id,y,stage,match,gameday,time,stadium,home_score,away_score,weather,temperature,humidity
14891,10252,100,7,60,13.04,20281,1,1,-20,11.6,0.53
14892,16804,100,7,60,14.04,49970,3,1,-20,10.3,0.57
14893,7287,100,7,60,14.04,24490,0,3,-40,11.5,0.7
14894,8377,100,7,60,15.03,15165,0,2,-20,12.8,0.48
14895,13016,100,7,60,16.04,15600,1,0,-40,9.3,0.72
14896,6301,100,7,60,16.04,15100,2,1,-40,8.3,0.81
14897,9898,100,7,60,19.04,40728,0,0,-40,9.6,0.72
14898,21415,100,7,60,19.04,42300,1,0,-40,6.6,0.56
14899,8086,100,8,50,19.04,18500,0,4,-20,12.4,0.69
14900,23578,100,8,60,14.03,42300,2,3,-20,12.3,0.56
14901,13004,100,8,60,14.04,20000,1,1,-10,18.4,0.29
14902,14037,100,8,60,14.04,19628,0,0,-10,19.2,0.29
14903,24149,100,8,60,16.03,72327,1,1,-10,19.4,0.24
14904,9272,100,8,60,16.04,15165,4,0,-10,16.9,0.29
14905,37945,100,8,60,17.05,63700,0,1,-10,15.4,0.29
14906,26555,100,8,60,19.04,49970,2,0,-10,13.2,0.29
14907,14359,100,8,70,16.04,19694,1,1,-10,14.5,0.32
14908,11334,100,9,60,13.05,40000,0,2,-10,21.1,0.38
14909,14062,100,9,60,14.04,17000,2,1,-10,20.5,0.26
14910,16380,100,9,60,15.04,20281,1,2,-10,21.2,0.26
14911,40034,100,9,60,15.34,72327,1,1,-10,17.9,0.46
14912,10947,100,9,60,16.03,15100,0,3,-10,16.6,0.52
14913,14024,100,9,60,18.04,24490,2,3,-10,18.3,0.4
14914,16292,100,9,60,19.04,26530,2,1,-20,17.5,0.47
14915,10045,100,9,30,19.06,50000,0,0,-20,22.8,0.8
14916,24184,100,9,30,19.34,63700,1,1,-20,21.2,0.74
14917,27720,100,10,70,14.04,42300,1,1,-40,17.4,0.58
14918,16829,100,10,70,14.03,20281,1,2,-10,21.4,0.54
14919,13365,100,10,70,15.03,15600,2,1,-10,27.1,0.33
14920,28565,100,10,70,15.03,49970,2,2,-10,24.1,0.3
14921,16411,100,10,70,16.04,40728,1,0,-10,22.6,0.34
14922,32378,100,10,70,16.04,47816,2,2,-10,22.8,0.29
14923,16760,100,10,70,16.04,40000,2,4,-10,22.6,0.29
14924,13621,100,10,70,19.04,18500,2,1,-10,18.6,0.69
14925,12075,100,10,70,19.03,40000,0,2,-10,19.8,0.41
14926,10708,100,11,60,13.04,50000,1,0,-20,21.7,0.54
14927,14327,100,11,60,14.04,19694,2,1,-40,15.6,0.77
14928,9444,100,11,60,14.04,15165,0,1,-40,20.4,0.92
14929,7376,100,11,60,14.04,24490,1,3,-10,22.6,0.43
14930,12345,100,11,60,15.03,26530,2,2,-40,19.1,0.83
14931,18512,100,11,60,15.04,40000,1,2,-30,19.1,0.91
14932,8248,100,11,60,17.04,15100,3,2,-40,17.4,0.87
14933,7754,100,11,60,17.03,17000,0,2,-40,16.2,0.83
14934,46649,100,11,60,19.03,63700,3,1,-40,17.1,0.89
14935,17161,100,12,60,14.06,40728,3,1,-10,22.9,0.36
14936,25279,100,12,60,14.03,42300,2,3,-10,22.4,0.39
14937,10429,100,12,60,14.03,15165,2,4,-10,21.7,0.46
14938,10550,100,12,60,14.04,50000,5,1,-10,23.6,0.43
14939,11056,100,12,60,15.03,18500,1,3,-10,24.1,0.31
14940,23083,100,12,60,16.04,72327,0,0,-10,21.6,0.44
14941,10886,100,12,60,17.03,15600,2,1,-10,20,0.43
14942,31175,100,12,60,19.05,63700,6,2,-10,20.4,0.54
14943,24003,100,12,60,19.04,49970,2,0,-10,16.6,0.56
14944,10682,100,13,60,14.04,15100,0,2,-10,20.8,0.64
14945,11063,100,13,60,14.04,17000,0,3,-10,26.1,0.31
14946,12642,100,13,60,14.04,20281,2,0,-10,22.9,0.65
14947,16002,100,13,60,15.03,26530,2,1,-20,22.4,0.51
14948,13197,100,13,60,15.04,24490,0,1,-10,30.4,0.34
14949,11141,100,13,60,15.34,40000,1,1,-10,26,0.41
14950,17969,100,13,60,17.05,40728,3,2,-10,16.4,0.71
14951,16362,100,13,60,19.05,19628,2,1,-20,23.5,0.54
14952,34021,100,13,70,16.04,54224,2,6,-10,23.3,0.65
14953,28906,100,14,60,18.05,54224,0,1,-10,28.5,0.67
14954,27852,100,14,60,18.34,49970,0,1,-10,28.8,0.67
14955,13470,100,14,60,19.03,19694,0,0,-20,25.3,0.84
14956,12449,100,14,60,19.04,15600,1,1,-10,29.3,0.67
14957,18447,100,14,60,19.03,26530,4,2,-20,27.7,0.73
14958,12537,100,14,60,19.04,15454,1,1,-10,27.1,0.76
14959,26547,100,14,60,19.03,42300,3,2,-40,24.2,0.92
14960,12206,100,14,60,19.03,15165,2,2,-20,25.9,0.92
14961,17950,100,14,60,19.04,40000,2,1,-20,27.4,0.86
14962,7495,100,15,30,19.04,40728,3,1,-20,26.9,0.77
14963,9644,100,15,30,19.03,15600,2,1,-10,30.5,0.65
14964,7319,100,15,30,19.04,15100,1,2,-10,28.1,0.77
14965,5698,100,15,30,19.04,15165,2,1,-10,26.2,0.88
14966,13272,100,15,30,19.05,19628,2,1,-10,30.1,0.65
14967,10236,100,15,30,19.05,50000,4,2,-10,26.6,0.85
14968,6292,100,15,30,19.04,24490,2,1,-10,30.2,0.61
14969,7067,100,15,30,19.05,40000,0,1,-10,27.9,0.68
14970,25638,100,15,30,19.35,63700,2,2,-10,29.4,0.68
14971,15191,100,16,60,18.04,20281,3,1,-40,27.4,0.89
14972,10175,100,16,60,18.34,17000,0,1,-20,27.4,0.57
14973,14318,100,16,60,19.04,19694,1,1,-20,21.4,0.84
14974,25904,100,16,60,19.05,54224,2,1,-20,29.7,0.77
14975,19010,100,16,60,19.03,26530,4,0,-20,29.4,0.73
14976,29722,100,16,60,19.04,72327,2,1,-20,30.6,0.67
14977,26547,100,16,60,19.03,42300,0,3,-40,24.9,0.8
14978,9237,100,16,60,19.04,20000,3,2,-40,27.9,0.79
14979,19244,100,16,60,19.05,50000,1,0,-20,25.1,0.93
14980,11755,100,17,30,19.04,19694,0,2,-40,20.5,0.77
14981,6681,100,17,30,19.04,40728,1,1,-40,19.3,0.92
14982,23725,100,17,30,19.05,63700,2,3,-40,24.1,0.87
14983,7412,100,17,30,19.03,15600,2,3,-40,23.3,0.89
14984,7013,100,17,30,19.04,18500,2,2,-40,22.3,0.91
14985,6080,100,17,30,19.04,15100,0,2,-20,24.1,0.83
14986,9119,100,17,30,19.05,19628,4,1,-10,28.9,0.67
14987,7104,100,17,30,19.05,40000,1,2,-10,28.4,0.71
14988,12905,100,17,30,19.34,49970,4,1,-40,23.5,0.87
14989,15934,100,18,30,19.03,26530,1,2,-20,27.3,0.73
14990,8773,100,18,30,19.04,17000,0,1,-20,28.7,0.62
14991,18919,100,18,30,19.03,42300,1,0,-20,27.9,0.75
14992,10781,100,18,30,19.05,20281,0,0,-10,27.3,0.8
14993,20049,100,18,30,19.04,50889,1,2,-10,27.5,0.87
14994,16351,100,18,30,19.04,50000,3,1,-10,27.9,0.87
14995,10304,100,18,30,19.04,24490,3,2,-10,29,0.76
14996,20294,100,18,30,19.34,72327,1,1,-20,26.6,0.78
14997,15881,100,18,30,19.34,40000,3,1,-10,30.1,0.67
14998,42426,100,19,60,18.04,63700,3,1,-10,28.4,0.63
14999,14925,100,19,60,18.34,40728,1,0,-20,26.1,0.76
15000,14365,100,19,60,19.04,19694,2,1,-10,23.4,0.74
15001,8815,100,19,60,19.03,18500,2,1,-10,26.9,0.77
15002,22309,100,19,60,19.04,49970,2,0,-10,25.4,0.81
15003,13786,100,19,60,19.04,15100,1,2,-20,25.9,0.82
15004,22650,100,19,60,19.04,42300,3,1,-20,25.8,0.72
15005,14272,100,19,60,19.04,15165,2,3,-10,26.5,0.81
15006,13633,100,19,60,19.04,19628,0,1,-10,28.9,0.66
15007,15395,100,20,60,18.04,20281,3,1,-10,29.3,0.85
15008,12749,100,20,60,18.34,17000,1,1,-10,32.2,0.59
15009,17892,100,20,60,19.04,19694,2,1,-10,28.8,0.73
15010,12093,100,20,60,19.03,15600,0,3,-10,34.2,0.64
15011,17864,100,20,60,19.04,26530,2,2,-10,33.3,0.58
15012,13427,100,20,60,19.04,15454,2,1,-10,32.8,0.64
15013,30478,100,20,60,19.04,40000,2,0,-10,29.8,0.72
15014,19705,100,20,60,19.05,50000,2,1,-10,29,0.86
15015,23814,100,20,60,19.05,40000,0,0,-10,31.3,0.62
15016,16392,100,21,60,18.34,40728,1,0,-10,27.9,0.77
15017,30698,100,21,60,18.34,49970,0,2,-10,28.6,0.7
15018,12657,100,21,60,18.34,17000,1,3,-10,28.6,0.58
15019,12140,100,21,60,19.04,15100,1,1,-10,28.1,0.74
15020,16196,100,21,60,19.04,19628,4,1,-10,29.6,0.72
15021,22530,100,21,60,19.03,24490,2,1,-10,31.1,0.56
15022,32329,100,21,60,18.03,63700,4,3,-10,29.8,0.62
15023,11838,100,21,60,19.03,18500,0,0,-10,28.8,0.81
15024,20879,100,21,60,19.05,50000,1,1,-10,27.3,0.85
15025,21420,100,22,60,18.04,50889,0,2,-20,28.2,0.63
15026,17608,100,22,60,19.04,40728,2,1,-20,28.2,0.75
15027,11661,100,22,60,19.03,15600,2,3,-20,28.3,0.58
15028,10165,100,22,60,19.04,15100,1,2,-20,28.9,0.72
15029,28342,100,22,60,19.03,42300,2,1,-10,25.5,0.75
15030,12809,100,22,60,19.04,15165,0,0,-20,28.2,0.62
15031,18560,100,22,60,19.04,20000,1,1,-20,28.5,0.58
15032,9266,100,22,60,19.04,24490,1,0,-20,26.4,0.89
15033,13024,100,22,60,19.05,40000,1,1,-30,26.3,0.91
15034,15101,100,23,30,19.04,19694,1,1,-10,22.5,0.63
15035,8110,100,23,30,19.03,18500,5,2,-10,25.6,0.72
15036,19666,100,23,30,19.04,54224,2,3,-10,27.9,0.5
15037,14026,100,23,30,19.03,26530,2,1,-10,27.5,0.54
15038,9033,100,23,30,19.03,17000,2,0,-10,26.4,0.59
15039,18926,100,23,30,19.03,42300,4,2,-10,24.6,0.54
15040,9238,100,23,30,19.02,20281,4,3,-10,26.1,0.77
15041,9777,100,23,30,19.04,20000,2,1,-10,27.8,0.46
15042,30481,100,23,30,19.34,72327,3,0,-10,27.4,0.66
15043,40372,100,24,60,18.04,63700,1,0,-10,31,0.63
15044,16212,100,24,60,18.35,40728,3,1,-10,29.4,0.72
15045,12932,100,24,60,19.03,15600,1,0,-10,30.4,0.66
15046,11188,100,24,60,19.04,15100,3,2,-10,29.2,0.72
15047,9307,100,24,60,19.04,15165,1,1,-20,28,0.87
15048,30579,100,24,60,19.04,47816,0,0,-20,29.8,0.78
15049,13896,100,24,60,19.06,50000,1,2,-20,24.6,0.8
15050,15569,100,24,60,19.04,24490,1,1,-20,25.2,0.8
15051,9108,100,24,60,19.05,40000,2,3,-30,24.9,0.89
15052,8499,100,25,50,19.03,18500,1,3,-10,26.8,0.72
15053,35528,100,25,60,19.04,72327,1,1,-20,28.5,0.77
15054,15137,100,25,60,18.35,17000,3,0,-10,27.6,0.63
15055,33378,100,25,60,19.04,42300,1,0,-10,28.5,0.82
15056,13189,100,25,60,15.03,20281,2,1,-20,29.2,0.68
15057,9391,100,25,60,19.04,24490,1,0,-20,28.8,0.65
15058,13411,100,25,60,19.04,19694,6,0,-10,25,0.9
15059,34756,100,25,60,18.35,54224,3,2,-20,28.5,0.69
15060,17390,100,25,60,19.04,26530,2,0,-20,28.3,0.7
15061,18090,100,26,60,19.03,26530,0,1,-10,25.4,0.71
15062,13416,100,26,60,19.04,15454,1,0,-10,24.6,0.78
15063,10821,100,26,60,14.03,15165,2,3,-10,26.8,0.69
15064,13329,100,26,60,19.04,20000,0,2,-10,25.1,0.76
15065,8520,100,26,60,19.05,40000,1,2,-10,25.2,0.79
15066,31077,100,26,60,17.04,63700,1,1,-10,27.8,0.51
15067,11185,100,26,60,16.04,15600,0,2,-10,30,0.44
15068,16196,100,26,60,14.04,50000,2,0,-10,30.7,0.53
15069,33174,100,26,70,17.05,47816,1,1,-10,28.4,0.43
15070,13020,100,27,60,15.34,40728,3,1,-10,22.4,0.57
15071,11539,100,27,60,19.04,15600,2,5,-10,21.2,0.52
15072,15088,100,27,60,15.04,20281,2,1,-10,26.6,0.44
15073,12013,100,27,60,19.34,20000,1,2,-10,21.9,0.64
15074,15704,100,27,60,18.04,19628,2,0,-10,24.4,0.38
15075,17849,100,27,60,13.04,19694,0,0,-10,20.9,0.55
15076,10290,100,27,60,15.03,18500,1,1,-20,22.9,0.5
15077,13743,100,27,60,16.04,15100,2,2,-10,21.8,0.61
15078,12355,100,27,60,15.04,24490,0,2,-10,29.1,0.4
15079,30673,100,28,60,19.04,54224,1,4,-20,18.8,0.93
15080,8650,100,28,60,16.03,15100,1,1,-20,20.1,0.87
15081,12547,100,28,60,19.04,17000,0,0,-20,21.7,0.79
15082,26514,100,28,60,15.34,42300,3,1,-20,23.3,0.62
15083,11045,100,28,60,16.04,40000,0,2,-30,20.8,0.9
15084,47790,100,28,60,16.05,63700,4,0,-40,19.9,0.91
15085,8218,100,28,60,15.04,15165,1,1,-20,27.3,0.56
15086,15512,100,28,60,16.04,50000,3,1,-40,21.1,0.88
15087,14388,100,28,70,14.04,26530,3,1,-10,24.9,0.72
15088,15178,100,29,60,14.04,19694,2,1,-20,17.5,0.58
15089,32305,100,29,60,15.04,40728,1,2,-20,18.1,0.74
15090,9469,100,29,60,16.04,15400,0,1,-20,18.4,0.58
15091,9011,100,29,60,15.04,18500,2,0,-40,16.9,0.8
15092,21743,100,29,60,17.04,49970,2,0,-20,15.4,0.73
15093,17523,100,29,60,15.03,26530,2,1,-20,17.8,0.54
15094,39243,100,29,60,15.04,72327,1,0,-20,18.4,0.49
15095,11846,100,29,60,15.04,20281,6,4,-40,19.5,0.65
15096,15766,100,29,60,19.04,19628,2,1,-40,17.4,0.79
15097,17184,100,30,60,16.04,50000,1,0,-10,15.8,0.54
15098,14414,100,30,70,13.04,17000,1,1,-10,20.6,0.28
15099,23949,100,30,70,13.03,42300,3,2,-20,15.9,0.47
15100,18293,100,30,70,16.04,40728,4,1,-10,17.1,0.51
15101,34814,100,30,70,16.05,63700,2,1,-10,17.3,0.38
15102,12467,100,30,70,16.04,15165,0,1,-10,17.8,0.36
15103,14016,100,30,70,16.04,40000,2,1,-10,17.1,0.39
15104,12913,100,30,70,16.05,40000,0,1,-10,18.5,0.33
15105,17382,100,30,70,19.04,24490,2,0,-10,17.1,0.48
15106,9059,100,31,70,19.03,15600,1,2,-20,14.6,0.68
15107,40371,100,31,70,13.05,49970,1,2,-20,21.1,0.55
15108,14986,100,31,70,19.04,26530,2,0,-20,16.5,0.66
15109,28484,100,31,70,13.04,72327,1,2,-20,20.2,0.66
15110,11736,100,31,70,13.04,15100,1,2,-20,19.9,0.71
15111,11118,100,31,70,16.04,24490,1,0,-20,18.4,0.57
15112,8039,100,31,70,16.05,40000,1,3,-20,17.1,0.77
15113,17183,100,31,70,19.05,49133,3,3,-10,10.4,0.62
15114,12103,100,31,70,13.04,18500,1,1,-20,21.8,0.65
15115,17030,100,32,60,14.04,40728,1,2,-10,13.6,0.46
15116,45607,100,32,60,14.04,63700,1,3,-10,14.3,0.33
15117,21648,100,32,60,17.03,49970,2,1,-10,13.1,0.45
15118,11514,100,32,60,17.04,17000,0,0,-10,10.2,0.41
15119,32425,100,32,60,17.04,42300,1,0,-20,11.8,0.67
15120,13151,100,32,60,14.04,20281,1,0,-10,15.4,0.57
15121,13790,100,32,60,14.04,15165,0,1,-10,14.6,0.53
15122,17483,100,32,60,17.04,40000,3,2,-10,11.4,0.54
15123,17489,100,32,60,14.04,19628,1,0,-10,14.4,0.39
15124,17394,100,33,60,17.04,19694,1,2,-10,6.9,0.64
15125,11325,100,33,60,14.03,15600,3,0,-10,13.4,0.25
15126,13930,100,33,60,17.03,18500,4,1,-10,9.9,0.42
15127,62632,100,33,60,14.04,72327,0,2,-10,12.7,0.33
15128,26369,100,33,60,17.05,40000,0,0,-10,10.5,0.47
15129,36361,100,33,60,14.03,47816,1,2,-10,10.5,0.44
15130,27392,100,33,60,14.05,50000,1,0,-10,11.1,0.58
15131,20196,100,33,60,14.03,24490,4,1,-10,12.9,0.41
15132,10639,100,33,60,17.05,40000,0,1,-10,11.8,0.37
15133,26897,100,34,60,15.33,40728,0,2,-10,11.3,0.6
15134,54905,100,34,60,15.34,63700,2,5,-10,12.6,0.37
15135,27583,100,34,60,15.33,49970,2,0,-10,12.5,0.35
15136,20151,100,34,60,15.34,26530,1,0,-10,13.6,0.36
15137,9257,100,34,60,15.34,15100,0,1,-10,12.7,0.44
15138,11742,100,34,60,15.35,17000,0,0,-10,11.8,0.18
15139,30504,100,34,60,15.34,42300,2,0,-20,5,0.76
15140,14185,100,34,60,15.34,20281,1,2,-10,11,0.63
15141,8534,100,34,60,15.34,15165,3,1,-10,10.9,0.4
15142,8686,200,1,70,13.03,15589,0,1,-10,9.2,0.24
15143,13583,200,1,70,13.03,18500,0,1,-10,10.1,0.27
15144,5006,200,1,70,13.05,20000,0,2,-10,9.2,0.25
15145,7917,200,1,70,13.06,19637,0,1,-10,7.2,0.33
15146,10447,200,1,70,14.04,49970,0,1,-20,9.4,0.24
15147,2506,200,1,70,15.04,10202,1,2,-10,9.6,0.42
15148,11116,200,1,70,15.05,32000,1,2,-10,12.1,0.32
15149,5537,200,1,70,15.33,12000,1,1,-20,7.5,0.33
15150,9687,200,1,70,15.34,20000,1,1,-10,8.3,0.25
15151,4474,200,1,70,15.34,15576,3,1,-10,8.1,0.35
15152,18041,200,1,70,16.03,21000,3,3,-10,6.6,0.31
15153,2895,200,2,70,13.03,12000,1,0,-10,16.8,0.32
15154,3635,200,2,70,13.04,15135,0,0,-10,9.6,0.38
15155,6356,200,2,70,13.03,20000,0,0,-20,9.3,0.64
15156,3325,200,2,70,13.05,15576,1,1,-20,13.2,0.66
15157,18153,200,2,70,13.03,20246,1,3,-20,19.6,0.56
15158,13248,200,2,70,16.04,39232,0,1,-30,19.7,0.3
15159,8437,200,2,70,16.05,15454,2,2,-20,14.1,0.26
15160,10127,200,2,70,16.05,30132,4,0,-30,11.2,0.44
15161,7204,200,2,70,16.05,22563,2,1,-10,11,0.59
15162,4409,200,2,70,18.04,32000,0,3,-20,12,0.57
15163,7293,200,2,70,19.04,20588,0,0,-20,4.2,0.45
15164,12959,200,3,70,13.04,20396,1,2,-10,17.6,0.25
15165,6467,200,3,70,13.04,16033,3,1,-10,19.5,0.3
15166,3299,200,3,70,13.04,19637,1,2,-10,15,0.33
15167,4614,200,3,70,13.04,22563,1,2,-20,17.3,0.43
15168,7161,200,3,70,16.04,21292,2,0,-10,12.7,0.25
15169,5087,200,3,70,16.03,15589,0,0,-10,15.1,0.47
15170,3951,200,3,70,16.03,49970,1,1,-10,14.7,0.43
15171,5069,200,3,70,16.06,25250,1,0,-10,15.4,0.43
15172,13476,200,3,70,16.03,21000,0,0,-20,16.4,0.29
15173,6776,200,3,70,16.04,30132,1,0,-20,16,0.38
15174,2510,200,3,70,19.04,20000,0,0,-20,15.2,0.4
15175,6011,200,4,70,13.04,21292,2,1,-10,15.1,0.55
15176,9485,200,4,70,13.04,20588,4,1,-20,16.3,0.52
15177,2921,200,4,70,13.04,19637,2,1,-20,14,0.74
15178,2093,200,4,70,13.04,20246,1,0,-20,15.8,0.81
15179,11874,200,4,70,13.03,32000,2,2,-40,13.6,0.74
15180,3190,200,4,70,15.04,15135,1,0,-20,17.8,0.53
15181,8386,200,4,70,15.03,18500,1,1,-20,20.1,0.56
15182,9979,200,4,70,16.04,39232,1,2,-30,19,0.34
15183,6279,200,4,70,16.05,20000,1,1,-20,13.6,0.84
15184,2159,200,4,70,16.04,15576,0,0,-20,13.4,0.83
15185,4509,200,4,70,16.03,10202,1,1,-20,15.8,0.77
15186,9038,200,5,70,13.03,20396,1,1,-10,17.4,0.26
15187,4353,200,5,70,13.04,25250,1,0,-10,12,0.51
15188,3294,200,5,70,13.04,20000,0,1,-10,18.1,0.3
15189,2900,200,5,70,13.03,16033,1,1,-10,13,0.65
15190,3146,200,5,70,13.03,10202,1,2,-10,14.8,0.63
15191,5188,200,5,70,14.03,22563,0,1,-20,15.3,0.53
15192,2584,200,5,70,16.03,12000,0,1,-20,9.3,0.68
15193,3291,200,5,70,16.03,49970,1,1,-20,14.3,0.52
15194,4271,200,5,70,16.03,15454,0,1,-10,13.8,0.5
15195,11117,200,5,70,16.03,21000,1,1,-10,16.7,0.6
15196,6594,200,5,70,16.04,30132,4,1,-20,17.2,0.51
15197,5510,200,6,70,13.04,21292,5,1,-50,1.4,0.76
15198,3030,200,6,70,13.03,15589,3,0,-20,6.7,0.78
15199,9277,200,6,70,13.03,20396,1,2,-40,13.8,0.67
15200,4104,200,6,70,13.03,22563,1,1,-20,15.1,0.61
15201,5012,200,6,70,13.03,32000,1,1,-20,17.3,0.41
15202,3776,200,6,70,14.04,15576,0,1,-20,16.1,0.39
15203,17020,200,6,70,16.03,39232,1,3,-30,21.1,0.3
15204,7185,200,6,70,16.03,18500,6,1,-20,7.3,0.8
15205,3068,200,6,70,16.03,49970,3,0,-20,8.7,0.7
15206,6128,200,6,70,16.04,20588,1,2,-20,14.7,0.44
15207,2467,200,6,70,16.03,20246,3,1,-10,16.6,0.56
15208,5579,200,7,70,13.04,15135,0,2,-20,20,0.34
15209,3264,200,7,70,13.04,20000,0,3,-20,12.1,0.4
15210,1530,200,7,70,13.03,16033,0,0,-40,8,0.7
15211,6310,200,7,70,13.04,20000,3,2,-20,11.8,0.54
15212,3488,200,7,70,13.04,19637,1,2,-20,13.5,0.33
15213,10010,200,7,70,14.03,21000,0,0,-40,13.1,0.34
15214,2513,200,7,70,16.03,12000,1,2,-40,12.8,0.79
15215,3086,200,7,70,16.03,15454,0,0,-10,17.4,0.3
15216,2315,200,7,70,16.04,25250,1,2,-40,5.1,0.85
15217,10559,200,7,70,16.04,30132,1,0,-30,14.6,0.35
15218,1607,200,7,70,16.03,10202,1,0,-20,10.3,0.59
15219,8173,200,8,70,13.03,39232,2,1,-30,20.7,0.31
15220,17223,200,8,70,13.04,21292,0,1,-10,23.6,0.18
15221,4606,200,8,70,13.03,15589,0,1,-10,22.4,0.46
15222,9517,200,8,70,13.03,20396,1,2,-10,17.7,0.33
15223,5916,200,8,70,13.05,20246,1,0,-10,25.6,0.54
15224,8406,200,8,70,16.03,18500,0,0,-20,18.6,0.47
15225,3916,200,8,70,16.03,49970,3,0,-20,19.6,0.4
15226,3624,200,8,70,16.04,25250,0,0,-10,20.4,0.35
15227,7860,200,8,70,16.04,20588,0,1,-20,20.8,0.33
15228,5936,200,8,70,16.03,22563,2,1,-20,21,0.49
15229,2124,200,8,70,19.06,15576,2,0,-20,14.2,0.81
15230,2648,200,9,30,19.03,12000,2,0,-20,18.2,0.71
15231,1472,200,9,30,19.04,15135,0,1,-10,19.6,0.54
15232,3057,200,9,30,19.03,49970,2,0,-10,19.7,0.54
15233,2690,200,9,30,19.03,15454,1,2,-10,19.3,0.57
15234,2341,200,9,30,19.04,20000,2,3,-10,19.4,0.66
15235,8993,200,9,30,19.03,21000,1,0,-10,18.6,0.6
15236,4151,200,9,30,19.04,30132,2,1,-10,18.6,0.52
15237,1711,200,9,30,19.03,16033,0,2,-40,13.4,0.85
15238,6234,200,9,30,19.03,20000,1,1,-10,17.8,0.74
15239,2325,200,9,30,19.04,19637,0,1,-10,16.4,0.79
15240,3501,200,9,30,19.03,32000,0,1,-10,19.8,0.73
15241,4433,200,10,70,13.04,21292,1,0,-50,3.4,0.75
15242,2103,200,10,70,13.03,15589,2,0,-20,9.3,0.72
15243,6983,200,10,70,13.03,20000,2,0,-10,15.5,0.43
15244,2311,200,10,70,13.03,10202,0,2,-10,16,0.52
15245,3709,200,10,70,13.04,20246,0,0,-10,19.1,0.35
15246,4692,200,10,70,14.04,20588,3,0,-20,11.6,0.49
15247,6511,200,10,70,16.03,18500,1,1,-20,9.1,0.73
15248,4328,200,10,70,16.03,15454,1,2,-20,10.4,0.53
15249,13639,200,10,70,16.04,25250,0,4,-20,6.8,0.77
15250,5215,200,10,70,16.04,19637,3,2,-20,12.1,0.45
15251,8855,200,10,30,19.03,20396,0,0,-10,20,0.41
15252,6003,200,11,70,13.03,19620,1,3,-40,7.3,0.72
15253,6175,200,11,70,13.03,12000,2,2,-10,20.3,0.26
15254,2542,200,11,70,13.04,15135,4,1,-10,17.6,0.22
15255,4120,200,11,70,13.06,20000,1,1,-10,22.3,0.18
15256,8594,200,11,70,13.04,20588,3,3,-10,23.8,0.21
15257,4883,200,11,70,16.04,25250,1,1,-10,16.6,0.27
15258,16803,200,11,70,16.04,21000,1,1,-10,19.1,0.32
15259,14249,200,11,70,16.04,30132,3,3,-10,17.1,0.5
15260,4507,200,11,70,16.03,22563,0,1,-10,21.2,0.29
15261,2628,200,11,70,16.05,10202,0,2,-10,20.1,0.31
15262,3918,200,11,70,14.03,15576,0,2,-10,23.1,0.43
15263,7292,200,12,60,13.04,21292,3,1,-10,12.2,0.38
15264,4702,200,12,60,13.03,15589,1,0,-10,17.1,0.33
15265,11881,200,12,60,13.03,20396,1,1,-10,14.7,0.28
15266,5710,200,12,60,13.03,22563,0,0,-10,19.2,0.56
15267,4336,200,12,60,13.03,20246,1,0,-10,23.9,0.46
15268,6442,200,12,60,14.03,32000,3,2,-10,21.3,0.31
15269,11981,200,12,60,16.04,39232,0,1,-30,20.4,0.35
15270,15022,200,12,60,16.03,49970,1,3,-10,17,0.43
15271,6123,200,12,60,16.03,16033,0,1,-10,16,0.45
15272,10296,200,12,60,19.03,18500,2,0,-10,14.2,0.67
15273,12729,200,12,60,19.03,21000,2,0,-20,13.9,0.7
15274,4280,200,13,70,13.03,12000,0,0,-10,23.4,0.36
15275,6387,200,13,70,13.04,15454,0,1,-10,24.4,0.23
15276,4583,200,13,70,13.04,19637,0,3,-10,20.7,0.57
15277,3100,200,13,70,13.03,10202,1,2,-10,26.5,0.21
15278,11117,200,13,70,14.04,20000,4,3,-10,25.6,0.33
15279,3856,200,13,70,15.04,15135,0,1,-20,23.8,0.27
15280,23012,200,13,70,16.04,30132,2,0,-10,20.1,0.53
15281,6424,200,13,70,18.04,20588,0,1,-10,20.6,0.29
15282,2820,200,13,70,19.04,25250,1,1,-20,13.3,0.79
15283,3215,200,13,70,19.04,20000,0,1,-10,20.4,0.42
15284,2413,200,13,70,19.04,15576,3,0,-10,17.8,0.39
15285,3686,200,14,70,13.03,15589,2,2,-10,24.5,0.5
15286,8829,200,14,70,13.03,20396,1,1,-10,22.3,0.38
15287,5426,200,14,70,13.04,16033,0,0,-10,27.8,0.62
15288,2797,200,14,70,13.04,19637,3,1,-10,23.3,0.45
15289,14526,200,14,70,13.03,22563,2,3,-10,26.3,0.41
15290,7464,200,14,70,15.03,54224,2,1,-10,25.5,0.41
15291,6460,200,14,70,16.04,21292,0,1,-10,19.4,0.55
15292,9399,200,14,70,16.03,18500,3,2,-10,19.5,0.65
15293,5024,200,14,70,16.04,15454,0,0,-10,20.5,0.57
15294,7078,200,14,70,16.04,20588,2,1,-10,21,0.28
15295,2860,200,14,70,19.04,20000,0,0,-10,22,0.48
15296,1677,200,15,70,13.03,16033,0,6,-40,19.4,0.78
15297,8510,200,15,70,13.03,20000,2,0,-40,18.7,0.89
15298,3923,200,15,70,13.04,15576,2,4,-40,20.7,0.68
15299,3381,200,15,70,13.03,15000,1,4,-40,20.5,0.88
15300,7171,200,15,70,16.03,19620,1,1,-20,11.8,0.66
15301,2851,200,15,70,16.03,12000,4,1,-20,21.2,0.6
15302,12212,200,15,70,16.03,18500,1,0,-10,21,0.49
