id,y,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11
15415,3674,200,25,60,19.04 ,愛媛ＦＣ,ジェフユナイテッド千葉,15576,スカパー！／スカパー！プレミアムサービス,0,1,-10,27.7,62%,森川　浩次,愛媛ＦＣ,秋元　陽太,浦田　延尚,園田　拓也,黒木　恭平,三原　向平,村上　巧,トミッチ,加藤　大,河原　和寿,重松　健太郎,石井　謙伍,ジェフユナイテッド千葉,岡本　昌弘,米倉　恒貴,竹内　彬,山口　智,高橋　峻希,佐藤　健太郎,伊藤　大介,田中　佑昌,谷澤　達也,大塚　翔平,ケンペス
15416,2555,200,25,60,19.03 ,ギラヴァンツ北九州,京都サンガF.C.,10202,スカパー！／スカパー！プレミアムサービス,1,1,-10,28.6,74%,河合　英治,ギラヴァンツ北九州,武田　博行,宮本　亨,渡邉　将基,前田　和哉,冨士　祐樹,新井　純平,八角　剛史,小手川　宏基,森村　昂太,池元　友樹,渡　大生,京都サンガF.C.,オ　スンフン,安藤　淳,染谷　悠太,酒井　隆介,福村　貴幸,姜　成浩,横谷　繁,工藤　浩平,駒井　善成,三平　和司,山瀬　功治
15417,12696,200,26,60,14.03 ,コンサドーレ札幌,ガイナーレ鳥取,39232,スカパー！／スカパー！プレミアムサービス,3,0,-30,23.2,65%,森川　浩次,コンサドーレ札幌,杉山　哲,日高　拓磨,奈良　竜樹,チョ　ソンジン,上原　慎也,宮澤　裕樹,上里　一将,三上　陽輔,内村　圭宏,砂川　誠,前田　俊介,ガイナーレ鳥取,小針　清允,林堂　眞,柳楽　智和,ドゥドゥ,尾崎　瑛一郎,実信　憲明,田中　雄大,森　英次郎,久保　裕一,岡本　達也,永里　源気
15418,18705,200,26,60,18.04 ,東京ヴェルディ,ガンバ大阪,49970,スカパー！／スカパー！プレミアムサービス,3,3,-20,28.4,73%,東城　穣,東京ヴェルディ,佐藤　優也,井林　章,刀根　亮輔,石神　直哉,森　勇介,鈴木　惇,小池　純輝,西　紀寛,飯尾　一慶,高原　直泰,常盤　聡,ガンバ大阪,藤ヶ谷　陽介,加地　亮,岩下　敬輔,丹羽　大輝,藤春　廣輝,明神　智和,今野　泰幸,遠藤　保仁,大森　晃太郎,岡崎　建哉,宇佐美　貴史
15419,11658,200,26,60,18.04 ,ヴィッセル神戸,横浜ＦＣ,30132,スカパー！／スカパー！プレミアムサービス,1,0,-10,28.2,61%,井上　知大,ヴィッセル神戸,徳重　健太,奥井　諒,岩波　拓也,イ　グァンソン,エステバン,田中　英雄,マジーニョ,小川　慶治朗,ポポ,茂木　弘人,田代　有三,横浜ＦＣ,シュナイダー　潤之介,野上　結貴,ペ　スンジン,森下　俊,中島　崇典,中里　崇宏,松下　裕樹,内田　智也,寺田　紳一,大久保　哲哉,武岡　優斗
15420,3063,200,26,60,18.03 ,Ｖ・ファーレン長崎,水戸ホーリーホック,20246,スカパー！／スカパー！プレミアムサービス,0,2,-10,29,78%,岡　宏道,Ｖ・ファーレン長崎,金山　隼樹,趙　民宇,山口　貴弘,髙杉　亮太,金久保　彩,岩間　雄大,井上　裕大,山田　晃平,小笠原　侑生,佐藤　洸一,水永　翔馬,水戸ホーリーホック,本間　幸司,細川　淳矢,冨田　大介,尾本　敬,輪湖　直樹,鈴木　雄斗,西岡　謙太,小澤　司,橋本　晃司,山村　佑樹,鈴木　隆行
15421,1815,200,26,60,19.49 ,ザスパクサツ群馬,カターレ富山,15135,スカパー！／スカパー！プレミアムサービス,1,1,-40,22.3,92%,野田　祐樹,ザスパクサツ群馬,北　一真,夛田　凌輔,有薗　真吾,乾　大知,クォン　ハンジン,黄　誠秀,保﨑　淳,小林　竜樹,加藤　弘堅,平繁　龍一,横山　翔平,カターレ富山,守田　達弥,池端　陽介,平出　涼,舩津　徹也,國吉　貴博,大西　容平,朝日　大輔,ソ　ヨンドク,西川　優大,キム　ヨングン,苔口　卓也
15422,8852,200,26,60,19.03 ,ジェフユナイテッド千葉,徳島ヴォルティス,18500,スカパー！／スカパー！プレミアムサービス,1,2,-10,27.9,80%,塚田　健太,ジェフユナイテッド千葉,岡本　昌弘,米倉　恒貴,キム　ヒョヌン,山口　智,高橋　峻希,佐藤　健太郎,伊藤　大介,田中　佑昌,谷澤　達也,大塚　翔平,ケンペス,徳島ヴォルティス,松井　謙弥,藤原　広太朗,福元　洋平,橋内　優也,濱田　武,青山　隼,柴崎　晃誠,宮崎　光平,大﨑　淳矢,キム　ジョンミン,津田　知宏
15423,7885,200,26,60,19.04 ,京都サンガF.C.,アビスパ福岡,20588,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都,2,1,-10,29.1,56%,窪田　陽輔,京都サンガF.C.,オ　スンフン,安藤　淳,酒井　隆介,バヤリッツァ,福村　貴幸,秋本　倫孝,横谷　繁,工藤　浩平,駒井　善成,原　一樹,山瀬　功治,アビスパ福岡,神山　竜一,堤　俊輔,パク　ゴン,尾亦　弘友希,岡田　隆,中原　秀人,三島　勇太,金久保　順,船山　祐二,城後　寿,坂田　大輔
15424,7807,200,26,60,19.03 ,ファジアーノ岡山,ＦＣ岐阜,20000,スカパー！／スカパー！プレミアムサービス,1,2,-10,27,85%,池内　明彦,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,田中　奏一,千明　聖典,仙石　廉,田所　諒,関戸　健二,押谷　祐樹,桒田　慎一朗,ＦＣ岐阜,時久　省吾,野垣内　俊,デズモンド,木谷　公亮,田中　秀人,樋口　寛規,益山　司,服部　年宏,美尾　敦,バージェ,中村　祐輝
15425,2142,200,26,60,19.03 ,ギラヴァンツ北九州,松本山雅ＦＣ,10202,スカパー！／スカパー！プレミアムサービス,1,2,-20,28.6,81%,榎本　一慶,ギラヴァンツ北九州,武田　博行,宮本　亨,渡邉　将基,前田　和哉,冨士　祐樹,新井　純平,八角　剛史,小手川　宏基,森村　昂太,池元　友樹,キム　ドンフィ,松本山雅ＦＣ,白井　裕人,鐡戸　裕史,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,喜山　康平,玉林　睦実,楠瀬　章仁,船山　貴之,塩沢　勝吾
15426,5013,200,26,60,19.04 ,ロアッソ熊本,モンテディオ山形,32000,スカパー！／スカパー！プレミアムサービス,1,1,-20,28,80%,前田　拓哉,ロアッソ熊本,南　雄太,矢野　大輔,吉井　孝輔,高橋　祐太郎,藏川　洋平,黒木　晃平,橋本　拳人,片山　奨典,堀米　勇輝,北嶋　秀朗,齊藤　和樹,モンテディオ山形,清水　健太,小林　亮,石井　秀典,堀之内　聖,石川　竜也,山﨑　雅人,秋葉　勝,ロメロ　フランク,伊東　俊,中島　裕希,林　陵平
15427,2499,200,26,30,19.03 ,栃木ＳＣ,愛媛ＦＣ,15589,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,0,1,-20,23.6,79%,山本　雄大,栃木ＳＣ,鈴木　智幸,山形　辰徳,チャ　ヨンファン,西岡　大輝,赤井　秀行,クリスティアーノ,本橋　卓巳,高木　和正,久木野　聡,廣瀬　浩二,近藤　祐介,愛媛ＦＣ,秋元　陽太,三原　向平,代　健司,園田　拓也,浦田　延尚,黒木　恭平,村上　巧,吉村　圭司,加藤　大,河原　和寿,重松　健太郎
15428,6822,200,27,70,18.05 ,ザスパクサツ群馬,松本山雅ＦＣ,15135,スカパー！／スカパー！プレミアムサービス,3,0,-10,28.8,58%,塚田　健太,ザスパクサツ群馬,北　一真,小柳　達司,有薗　真吾,乾　大知,夛田　凌輔,黄　誠秀,保﨑　淳,永田　亮太,加藤　弘堅,平繁　龍一,横山　翔平,松本山雅ＦＣ,白井　裕人,鐡戸　裕史,多々良　敦斗,飯田　真輝,犬飼　智也,岩沼　俊介,喜山　康平,玉林　睦実,楠瀬　章仁,船山　貴之,塩沢　勝吾
15429,4458,200,27,70,18.03 ,横浜ＦＣ,ギラヴァンツ北九州,15454,スカパー！／スカパー！プレミアムサービス,1,2,-20,27.3,63%,今村　義朗,横浜ＦＣ,柴崎　貴広,武岡　優斗,ペ　スンジン,野上　結貴,森下　俊,松下　裕樹,中里　崇宏,寺田　紳一,内田　智也,黒津　勝,三浦　知良,ギラヴァンツ北九州,武田　博行,宮本　亨,渡邉　将基,前田　和哉,冨士　祐樹,新井　純平,八角　剛史,井上　翔太,森村　昂太,池元　友樹,キム　ドンフィ
15430,4071,200,27,70,18.04 ,カターレ富山,コンサドーレ札幌,25250,スカパー！／スカパー！プレミアムサービス,3,1,-20,25.2,96%,池内　明彦,カターレ富山,守田　達弥,池端　陽介,平出　涼,足助　翔,國吉　貴博,朝日　大輔,大西　容平,ソ　ヨンドク,舩津　徹也,キム　ヨングン,黒部　光昭,コンサドーレ札幌,杉山　哲,日高　拓磨,奈良　竜樹,チョ　ソンジン,上原　慎也,砂川　誠,上里　一将,荒野　拓馬,内村　圭宏,三上　陽輔,フェホ
15431,9198,200,27,70,18.04 ,ヴィッセル神戸,栃木ＳＣ,30132,スカパー！／スカパー！プレミアムサービス,2,0,-10,27.7,75%,西村　雄一,ヴィッセル神戸,徳重　健太,奥井　諒,岩波　拓也,イ　グァンソン,エステバン,茂木　弘人,田中　英雄,マジーニョ,ポポ,小川　慶治朗,田代　有三,栃木ＳＣ,柴崎　邦博,西澤　代志也,大和田　真史,當間　建文,山形　辰徳,杉本　真,クリスティアーノ,チャ　ヨンファン,菊岡　拓朗,廣瀬　浩二,近藤　祐介
15432,5218,200,27,70,18.03 ,アビスパ福岡,東京ヴェルディ,22563,スカパー！／スカパー！プレミアムサービス,2,3,-20,25.5,86%,福島　孝一郎,アビスパ福岡,神山　竜一,宮本　卓也,パク　ゴン,堤　俊輔,中原　秀人,三島　勇太,金久保　順,船山　祐二,石津　大介,城後　寿,坂田　大輔,東京ヴェルディ,佐藤　優也,井林　章,刀根　亮輔,石神　直哉,森　勇介,鈴木　惇,小池　純輝,西　紀寛,飯尾　一慶,高原　直泰,常盤　聡
15433,3565,200,27,70,18.04 ,Ｖ・ファーレン長崎,愛媛ＦＣ,20246,スカパー！／スカパー！プレミアムサービス,1,1,-20,25.8,89%,飯田　淳平,Ｖ・ファーレン長崎,金山　隼樹,下田　光平,山口　貴弘,髙杉　亮太,山田　晃平,岩間　雄大,奥埜　博亮,小笠原　侑生,佐藤　洸一,幸野　志有人,小松　塁,愛媛ＦＣ,秋元　陽太,浦田　延尚,園田　拓也,黒木　恭平,三原　向平,村上　巧,トミッチ,東　浩史,加藤　大,河原　和寿,重松　健太郎
15434,3890,200,27,70,18.34 ,ガイナーレ鳥取,ロアッソ熊本,16033,スカパー！／スカパー！プレミアムサービス,0,0,-40,26.7,87%,野田　祐樹,ガイナーレ鳥取,小針　清允,林堂　眞,柳楽　智和,ドゥドゥ,尾崎　瑛一郎,鮫島　晃太,田中　雄大,森　英次郎,実信　憲明,岡本　達也,永里　源気,ロアッソ熊本,南　雄太,高橋　祐太郎,橋本　拳人,矢野　大輔,藏川　洋平,吉井　孝輔,藤本　主税,原田　拓,片山　奨典,堀米　勇輝,仲間　隼斗
15435,3904,200,27,70,18.34 ,徳島ヴォルティス,ＦＣ岐阜,19637,スカパー！／スカパー！プレミアムサービス,3,1,-20,26.1,84%,日高　晴樹,徳島ヴォルティス,松井　謙弥,藤原　広太朗,福元　洋平,橋内　優也,濱田　武,青山　隼,柴崎　晃誠,宮崎　光平,大﨑　淳矢,キム　ジョンミン,津田　知宏,ＦＣ岐阜,時久　省吾,杉山　新,デズモンド,木谷　公亮,田中　秀人,樋口　寛規,益山　司,服部　年宏,美尾　敦,中村　祐輝,バージェ
15436,9658,200,27,70,19.03 ,ジェフユナイテッド千葉,水戸ホーリーホック,18500,スカパー！／スカパー！プレミアムサービス,2,0,-20,27,77%,家本　政明,ジェフユナイテッド千葉,岡本　昌弘,米倉　恒貴,竹内　彬,山口　智,高橋　峻希,佐藤　健太郎,伊藤　大介,兵働　昭弘,谷澤　達也,大塚　翔平,ケンペス,水戸ホーリーホック,本間　幸司,細川　淳矢,キム　ヨンギ,冨田　大介,輪湖　直樹,鈴木　雄斗,西岡　謙太,小澤　司,橋本　晃司,山村　佑樹,鈴木　隆行
15437,6424,200,27,70,19.04 ,京都サンガF.C.,モンテディオ山形,20588,スカパー！／スカパー！プレミアムサービス,1,1,-20,26,99%,井上　知大,京都サンガF.C.,オ　スンフン,安藤　淳,酒井　隆介,バヤリッツァ,福村　貴幸,秋本　倫孝,中山　博貴,工藤　浩平,駒井　善成,原　一樹,山瀬　功治,モンテディオ山形,清水　健太,小林　亮,石井　秀典,イ　ジュヨン,石川　竜也,山﨑　雅人,秋葉　勝,ロメロ　フランク,伊東　俊,中島　裕希,林　陵平
15438,18269,200,27,70,19.03 ,ファジアーノ岡山,ガンバ大阪,20000,スカパー！／スカパー！プレミアムサービス,2,3,-20,26.5,88%,河合　英治,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,田中　奏一,千明　聖典,仙石　廉,田所　諒,関戸　健二,久木田　紳吾,桒田　慎一朗,ガンバ大阪,藤ヶ谷　陽介,加地　亮,西野　貴治,今野　泰幸,藤春　廣輝,明神　智和,遠藤　保仁,大森　晃太郎,二川　孝広,ロチャ,宇佐美　貴史
15439,8756,200,28,70,15.03 ,コンサドーレ札幌,横浜ＦＣ,19620,スカパー！／スカパー！プレミアムサービス,2,0,-10,27.9,63%,吉田　寿光,コンサドーレ札幌,杉山　哲,日高　拓磨,奈良　竜樹,櫛引　一紀,上原　慎也,堀米　悠斗,上里　一将,三上　陽輔,内村　圭宏,砂川　誠,フェホ,横浜ＦＣ,柴崎　貴広,野上　結貴,ペ　スンジン,渡辺　匠,森本　良,松下　裕樹,髙地　系治,武岡　優斗,寺田　紳一,野崎　陽介,黒津　勝
15440,7032,200,28,70,18.04 ,モンテディオ山形,ザスパクサツ群馬,21292,スカパー！／スカパー！プレミアムサービス,1,1,-10,29.8,73%,森川　浩次,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,イ　ジュヨン,石川　竜也,山﨑　雅人,秋葉　勝,ロメロ　フランク,伊東　俊,中島　裕希,林　陵平,ザスパクサツ群馬,北　一真,小柳　達司,有薗　真吾,乾　大知,クォン　ハンジン,黄　誠秀,保﨑　淳,永田　亮太,加藤　弘堅,平繁　龍一,横山　翔平
15441,5195,200,28,70,18.03 ,水戸ホーリーホック,栃木ＳＣ,12000,スカパー！／スカパー！プレミアムサービス,4,3,-20,25,91%,佐藤　隆治,水戸ホーリーホック,本間　幸司,細川　淳矢,キム　ヨンギ,冨田　大介,輪湖　直樹,西岡　謙太,鈴木　雄斗,小澤　司,橋本　晃司,山村　佑樹,鈴木　隆行,栃木ＳＣ,柴崎　邦博,西澤　代志也,赤井　秀行,大和田　真史,山形　辰徳,クリスティアーノ,チャ　ヨンファン,本橋　卓巳,杉本　真,近藤　祐介,廣瀬　浩二
15442,3537,200,28,70,18.03 ,東京ヴェルディ,Ｖ・ファーレン長崎,49970,スカパー！／スカパー！プレミアムサービス,2,1,-20,30.1,70%,塚田　健太,東京ヴェルディ,佐藤　優也,井林　章,刀根　亮輔,石神　直哉,森　勇介,鈴木　惇,小池　純輝,西　紀寛,飯尾　一慶,高原　直泰,常盤　聡,Ｖ・ファーレン長崎,金山　隼樹,趙　民宇,山口　貴弘,髙杉　亮太,金久保　彩,岩間　雄大,井上　裕大,山田　晃平,幸野　志有人,奥埜　博亮,小松　塁
15443,10680,200,28,70,18.03 ,松本山雅ＦＣ,徳島ヴォルティス,20396,スカパー！／スカパー！プレミアムサービス,0,0,-10,28.6,71%,吉田　哲朗,松本山雅ＦＣ,白井　裕人,多々良　敦斗,犬飼　智也,飯田　真輝,玉林　睦実,岩沼　俊介,喜山　康平,鐡戸　裕史,楠瀬　章仁,船山　貴之,長沢　駿,徳島ヴォルティス,松井　謙弥,藤原　広太朗,福元　洋平,橋内　優也,濱田　武,青山　隼,柴崎　晃誠,宮崎　光平,太田　圭輔,ドウグラス,津田　知宏
15444,5118,200,28,70,18.05 ,ＦＣ岐阜,ヴィッセル神戸,20000,スカパー！／スカパー！プレミアムサービス／岐阜放送（録）,1,0,-10,30.3,64%,高山　啓義,ＦＣ岐阜,時久　省吾,野垣内　俊,新井　辰也,木谷　公亮,益山　司,森安　洋文,服部　年宏,柴原　誠,樋口　寛規,美尾　敦,バージェ,ヴィッセル神戸,徳重　健太,茂木　弘人,イ　グァンソン,岩波　拓也,奥井　諒,橋本　英郎,田中　英雄,マジーニョ,小川　慶治朗,田代　有三,ポポ
15445,13440,200,28,70,18.03 ,ガンバ大阪,アビスパ福岡,21000,スカパー！／スカパー！プレミアムサービス,1,0,-10,32.9,57%,木村　博之,ガンバ大阪,藤ヶ谷　陽介,加地　亮,西野　貴治,今野　泰幸,藤春　廣輝,明神　智和,内田　達也,大森　晃太郎,遠藤　保仁,ロチャ,宇佐美　貴史,アビスパ福岡,神山　竜一,パク　ゴン,堤　俊輔,中原　秀人,三島　勇太,金久保　順,船山　祐二,石津　大介,金森　健志,城後　寿,坂田　大輔
15446,3537,200,28,70,18.33 ,ガイナーレ鳥取,カターレ富山,16033,スカパー！／スカパー！プレミアムサービス,2,3,-10,29.3,81%,日高　晴樹,ガイナーレ鳥取,小針　清允,林堂　眞,柳楽　智和,ドゥドゥ,尾崎　瑛一郎,実信　憲明,田中　雄大,安藤　由翔,森　英次郎,辻　正男,永里　源気,カターレ富山,守田　達弥,足助　翔,平出　涼,舘野　俊祐,大西　容平,國吉　貴博,朝日　大輔,舩津　徹也,ソ　ヨンドク,キム　ヨングン,黒部　光昭
15447,4048,200,28,70,19.04 ,愛媛ＦＣ,京都サンガF.C.,15576,スカパー！／スカパー！プレミアムサービス,2,0,-10,30.7,74%,前田　拓哉,愛媛ＦＣ,秋元　陽太,三原　向平,代　健司,園田　拓也,浦田　延尚,黒木　恭平,渡邊　一仁,村上　巧,赤井　秀一,加藤　大,重松　健太郎,京都サンガF.C.,オ　スンフン,安藤　淳,酒井　隆介,バヤリッツァ,福村　貴幸,秋本　倫孝,横谷　繁,工藤　浩平,駒井　善成,原　一樹,山瀬　功治
15448,2938,200,28,70,19.03 ,ギラヴァンツ北九州,ジェフユナイテッド千葉,10202,スカパー！／スカパー！プレミアムサービス,1,0,-10,29.4,88%,野田　祐樹,ギラヴァンツ北九州,武田　博行,宮本　亨,渡邉　将基,前田　和哉,冨士　祐樹,新井　純平,八角　剛史,小手川　宏基,森村　昂太,池元　友樹,キム　ドンフィ,ジェフユナイテッド千葉,岡本　昌弘,米倉　恒貴,竹内　彬,山口　智,大岩　一貴,佐藤　健太郎,伊藤　大介,田中　佑昌,谷澤　達也,大塚　翔平,ケンペス
15449,5513,200,28,10,19.04 ,ロアッソ熊本,ファジアーノ岡山,32000,スカパー！／スカパー！プレミアムサービス,1,1,-20,26.6,82%,岡部　拓人,ロアッソ熊本,南　雄太,高橋　祐太郎,橋本　拳人,矢野　大輔,藏川　洋平,吉井　孝輔,原田　拓,片山　奨典,堀米　勇輝,藤本　主税,仲間　隼斗,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,澤口　雅彦,千明　聖典,仙石　廉,田所　諒,石原　崇兆,久木田　紳吾,桒田　慎一朗
15450,7553,200,29,70,18.04 ,モンテディオ山形,ヴィッセル神戸,21292,スカパー！／スカパー！プレミアムサービス,3,2,-10,28.4,71%,東城　穣,モンテディオ山形,常澤　聡,山田　拓巳,石井　秀典,西河　翔吾,中村　太亮,山﨑　雅人,堀之内　聖,ロメロ　フランク,伊東　俊,中島　裕希,林　陵平,ヴィッセル神戸,徳重　健太,茂木　弘人,イ　グァンソン,岩波　拓也,奥井　諒,橋本　英郎,田中　英雄,マジーニョ,小川　慶治朗,都倉　賢,ポポ
15451,5579,200,29,70,18.03 ,栃木ＳＣ,ガイナーレ鳥取,15589,スカパー！／スカパー！プレミアムサービス／とちぎテレビ,1,1,-10,28.8,71%,松尾　一,栃木ＳＣ,榎本　達也,西澤　代志也,大和田　真史,當間　建文,赤井　秀行,チャ　ヨンファン,本橋　卓巳,クリスティアーノ,菊岡　拓朗,杉本　真,廣瀬　浩二,ガイナーレ鳥取,小針　清允,林堂　眞,横竹　翔,柳楽　智和,尾崎　瑛一郎,実信　憲明,ドゥドゥ,森　英次郎,住田　貴彦,久保　裕一,永里　源気
15452,2841,200,29,70,18.04 ,ザスパクサツ群馬,ロアッソ熊本,15135,スカパー！／スカパー！プレミアムサービス,1,0,-10,31.4,54%,榎本　一慶,ザスパクサツ群馬,北　一真,小柳　達司,有薗　真吾,乾　大知,クォン　ハンジン,黄　誠秀,夛田　凌輔,永田　亮太,加藤　弘堅,平繁　龍一,横山　翔平,ロアッソ熊本,南　雄太,高橋　祐太郎,橋本　拳人,矢野　大輔,藏川　洋平,吉井　孝輔,原田　拓,片山　奨典,堀米　勇輝,藤本　主税,仲間　隼斗
15453,5309,200,29,70,18.03 ,横浜ＦＣ,京都サンガF.C.,15454,スカパー！／スカパー！プレミアムサービス,1,0,-10,28.4,54%,篠藤　巧,横浜ＦＣ,シュナイダー　潤之介,野上　結貴,ペ　スンジン,渡辺　匠,森下　俊,松下　裕樹,髙地　系治,武岡　優斗,野崎　陽介,寺田　紳一,永井　雄一郎,京都サンガF.C.,オ　スンフン,安藤　淳,酒井　隆介,バヤリッツァ,福村　貴幸,秋本　倫孝,横谷　繁,工藤　浩平,駒井　善成,原　一樹,山瀬　功治
15454,13044,200,29,70,18.03 ,松本山雅ＦＣ,ジェフユナイテッド千葉,20396,スカパー！／スカパー！プレミアムサービス,3,2,-10,27.9,61%,池内　明彦,松本山雅ＦＣ,白井　裕人,玉林　睦実,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,喜山　康平,飯尾　竜太朗,パク　カンイル,船山　貴之,長沢　駿,ジェフユナイテッド千葉,岡本　昌弘,米倉　恒貴,竹内　彬,山口　智,高橋　峻希,佐藤　健太郎,伊藤　大介,兵働　昭弘,谷澤　達也,大塚　翔平,田中　佑昌
15455,12449,200,29,70,18.03 ,ガンバ大阪,コンサドーレ札幌,21000,スカパー！／スカパー！プレミアムサービス,3,0,-10,30.2,64%,吉田　哲朗,ガンバ大阪,藤ヶ谷　陽介,加地　亮,西野　貴治,今野　泰幸,藤春　廣輝,内田　達也,遠藤　保仁,大森　晃太郎,岡崎　建哉,ロチャ,宇佐美　貴史,コンサドーレ札幌,杉山　哲,日高　拓磨,奈良　竜樹,チョ　ソンジン,上原　慎也,宮澤　裕樹,上里　一将,荒野　拓馬,内村　圭宏,三上　陽輔,フェホ
15456,6090,200,29,70,18.03 ,アビスパ福岡,Ｖ・ファーレン長崎,22563,スカパー！／スカパー！プレミアムサービス,2,1,-10,32,62%,村上　伸次,アビスパ福岡,神山　竜一,パク　ゴン,堤　俊輔,尾亦　弘友希,三島　勇太,中原　秀人,船山　祐二,金久保　順,石津　大介,城後　寿,坂田　大輔,Ｖ・ファーレン長崎,金山　隼樹,岡本　拓也,山口　貴弘,髙杉　亮太,金久保　彩,前田　悠佑,井上　裕大,古部　健太,佐藤　洸一,奥埜　博亮,幸野　志有人
15457,4562,200,29,70,18.34 ,徳島ヴォルティス,カターレ富山,19637,スカパー！／スカパー！プレミアムサービス,2,0,-10,28.3,80%,上村　篤史,徳島ヴォルティス,長谷川　徹,藤原　広太朗,三木　隆司,青山　隼,濱田　武,アレックス,柴崎　晃誠,宮崎　光平,大﨑　淳矢,ドウグラス,津田　知宏,カターレ富山,守田　達弥,池端　陽介,平出　涼,足助　翔,大西　容平,國吉　貴博,朝日　大輔,舩津　徹也,ソ　ヨンドク,白崎　凌兵,黒部　光昭
15458,3765,200,29,70,19.04 ,ＦＣ岐阜,水戸ホーリーホック,20000,スカパー！／スカパー！プレミアムサービス,1,4,-10,28.5,78%,上田　益也,ＦＣ岐阜,時久　省吾,野垣内　俊,新井　辰也,木谷　公亮,益山　司,森安　洋文,服部　年宏,染矢　一樹,樋口　寛規,美尾　敦,バージェ,水戸ホーリーホック,本間　幸司,細川　淳矢,キム　ヨンギ,冨田　大介,輪湖　直樹,鈴木　雄斗,西岡　謙太,小澤　司,橋本　晃司,山村　佑樹,鈴木　隆行
15459,9762,200,29,70,19.03 ,ファジアーノ岡山,東京ヴェルディ,20000,スカパー！／スカパー！プレミアムサービス,2,0,-10,30.2,68%,山本　雄大,ファジアーノ岡山,中林　洋次,近藤　徹志,竹田　忠嗣,植田　龍仁朗,澤口　雅彦,千明　聖典,島田　譲,田所　諒,石原　崇兆,押谷　祐樹,桒田　慎一朗,東京ヴェルディ,佐藤　優也,井林　章,刀根　亮輔,石神　直哉,森　勇介,西　紀寛,高木　大輔,小池　純輝,安田　晃大,高原　直泰,常盤　聡
15460,3336,200,29,70,19.04 ,愛媛ＦＣ,ギラヴァンツ北九州,15576,スカパー！／スカパー！プレミアムサービス,3,0,-10,28.3,76%,長谷　拓,愛媛ＦＣ,秋元　陽太,三原　向平,代　健司,園田　拓也,浦田　延尚,黒木　恭平,渡邊　一仁,村上　巧,加藤　大,河原　和寿,重松　健太郎,ギラヴァンツ北九州,武田　博行,宮本　亨,渡邉　将基,前田　和哉,冨士　祐樹,新井　純平,八角　剛史,小手川　宏基,森村　昂太,キム　ドンフィ,池元　友樹
15461,6863,200,30,30,18.03 ,Ｖ・ファーレン長崎,横浜ＦＣ,20246,スカパー！／スカパー！プレミアムサービス,2,0,-10,31.9,64%,前田　拓哉,Ｖ・ファーレン長崎,金山　隼樹,岡本　拓也,山口　貴弘,髙杉　亮太,金久保　彩,前田　悠佑,岩間　雄大,古部　健太,佐藤　洸一,奥埜　博亮,幸野　志有人,横浜ＦＣ,シュナイダー　潤之介,野上　結貴,ペ　スンジン,渡辺　匠,森下　俊,寺田　紳一,佐藤　謙介,武岡　優斗,髙地　系治,野崎　陽介,大久保　哲哉
15462,5664,200,30,30,19.03 ,コンサドーレ札幌,愛媛ＦＣ,19620,スカパー！／スカパー！プレミアムサービス,3,0,-10,22.8,68%,野田　祐樹,コンサドーレ札幌,杉山　哲,上原　慎也,奈良　竜樹,チョ　ソンジン,松本　怜大,宮澤　裕樹,上里　一将,荒野　拓馬,内村　圭宏,三上　陽輔,前田　俊介,愛媛ＦＣ,秋元　陽太,三原　向平,アライール,園田　拓也,浦田　延尚,黒木　恭平,渡邊　一仁,村上　巧,加藤　大,河原　和寿,重松　健太郎
15463,2826,200,30,30,19.03 ,水戸ホーリーホック,アビスパ福岡,12000,スカパー！／スカパー！プレミアムサービス,0,0,-20,25.5,88%,吉田　寿光,水戸ホーリーホック,本間　幸司,細川　淳矢,冨田　大介,尾本　敬,輪湖　直樹,鈴木　雄斗,西岡　謙太,小澤　司,橋本　晃司,難波　宏明,三島　康平,アビスパ福岡,神山　竜一,宮本　卓也,三島　勇太,パク　ゴン,堤　俊輔,中原　秀人,山口　和樹,キム　ミンジェ,岡田　隆,城後　寿,西田　剛
15464,3155,200,30,30,19.03 ,栃木ＳＣ,モンテディオ山形,15589,スカパー！／スカパー！プレミアムサービス,1,1,-20,25.4,88%,飯田　淳平,栃木ＳＣ,榎本　達也,西澤　代志也,大和田　真史,當間　建文,赤井　秀行,久木野　聡,小野寺　達也,本橋　卓巳,杉本　真,廣瀬　浩二,サビア,モンテディオ山形,常澤　聡,山田　拓巳,西河　翔吾,イ　ジュヨン,石川　竜也,比嘉　厚平,堀之内　聖,ロメロ　フランク,伊東　俊,中島　裕希,林　陵平
